City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
125,aras-asan,8.8908,126.3033,82.29,67,28,6.49,PH,1707096947
126,vilyuchinsk,52.9306,158.4028,19.67,65,100,4.68,RU,1707096947
127,labytnangi,66.6572,66.4183,0.43,97,100,6.22,RU,1707096947
128,hampton bays,40.869,-72.5176,38.89,64,0,13.0,US,1707096947
129,maceio,-9.6658,-35.7353,80.04,94,40,4.61,BR,1707096846
130,papatowai,-46.5619,169.4708,74.73,54,86,8.1,NZ,1707096947
131,revda,56.801,59.9303,14.23,94,100,8.77,RU,1707096947
132,sao vicente,-23.9631,-46.3919,77.27,56,94,3.0,BR,1707096682
133,togur,58.3631,82.8265,26.15,88,100,13.0,RU,1707096948
134,flagstaff,35.1981,-111.6513,38.86,83,75,3.44,US,1707096741
135,campbell river,50.0163,-125.2446,41.38,81,75,4.61,CA,1707096948
136,zwedru,6.0667,-8.1281,71.33,98,97,2.26,LR,1707096948
137,tura,25.5198,90.2201,61.0,39,100,2.26,IN,1707096948
138,faaa,-17.55,-149.6,84.16,74,75,13.8,PF,1707096948
139,punta arenas,-53.15,-70.9167,71.71,37,75,28.77,CL,1707096948
140,winslow,35.0242,-110.6974,50.18,34,0,4.61,US,1707096808
141,igarka,67.4667,86.5833,4.68,95,100,12.57,RU,1707096948
142,alenquer,-1.9417,-54.7383,79.32,74,90,4.68,BR,1707096949
143,port-vila,-17.7338,168.3219,89.2,74,75,3.44,VU,1707096949
144,aasiaat,68.7098,-52.8699,-25.06,88,14,5.21,GL,1707096949
145,jiagedaqi,50.4167,124.1167,1.83,77,49,2.46,CN,1707096949
146,auki,-8.7676,160.7034,84.6,76,100,11.74,SB,1707096949
147,isafjordur,66.0755,-23.124,24.49,86,100,17.22,IS,1707096949
148,prince rupert,54.3161,-130.3201,40.69,75,0,25.32,CA,1707096949
149,puerto deseado,-47.7503,-65.8938,68.63,53,5,24.32,AR,1707096949
150,obo,5.3998,26.4869,70.38,31,94,4.72,CF,1707096949
151,upata,8.0086,-62.3989,81.19,65,24,7.83,VE,1707096949
152,mili,6.0815,171.735,81.97,77,100,15.39,MH,1707096950
153,petropavlovsk-kamchatsky,53.0452,158.6483,18.19,53,75,4.47,RU,1707096950
154,nishinoomote,30.7333,131.0,61.36,94,75,26.46,JP,1707096950
155,dese,11.1333,39.6333,52.43,88,85,3.56,ET,1707096950
156,oranjemund,-28.55,16.4333,65.32,90,0,3.87,NA,1707096950
157,gamba,-2.65,10.0,78.75,87,100,4.43,GA,1707096950
158,bucerias,20.75,-105.3333,76.98,57,0,8.05,MX,1707096950
159,weno,7.4515,151.8468,84.15,84,100,13.8,FM,1707096950
160,malango,-2.9627,119.9001,74.25,88,100,1.57,ID,1707096950
161,greymouth,-42.4667,171.2,67.19,66,3,7.54,NZ,1707096950
162,daru,-9.0763,143.2092,85.84,72,74,4.12,PG,1707096950
163,kone,-21.0595,164.8658,84.94,74,100,8.01,NC,1707096951
164,haiku-pauwela,20.9219,-156.3051,76.26,59,20,21.85,US,1707096951
165,lebu,-37.6167,-73.65,56.77,88,0,7.36,CL,1707096951
166,vilyuysk,63.7553,121.6247,-35.0,100,42,1.99,RU,1707096951
167,olavarria,-36.8927,-60.3225,66.38,25,99,7.38,AR,1707096951
168,constantia,44.1833,28.65,39.88,78,100,17.25,RO,1707096894
169,saipan,15.1355,145.701,84.9,54,40,24.16,MP,1707096951
170,lenino,45.2986,35.7771,41.38,79,100,16.58,UA,1707096951
171,ust-nera,64.5667,143.2,-13.68,88,100,3.94,RU,1707096951
172,saldanha,-33.0117,17.9442,69.85,89,100,7.4,ZA,1707096951
173,as suwayq,23.8494,57.4386,66.16,50,7,7.92,OM,1707096952
174,mossel bay,-34.1831,22.146,67.93,95,29,7.27,ZA,1707096952
175,stanley,54.868,-1.6985,51.28,77,75,26.46,GB,1707096874
176,luganville,-15.5333,167.1667,87.84,71,96,2.64,VU,1707096952
177,kapa'a,22.0752,-159.319,80.58,59,75,19.57,US,1707096952
178,cabo san lucas,22.8909,-109.9124,72.75,68,0,6.91,MX,1707096801
179,anadyr,64.75,177.4833,0.1,65,0,4.47,RU,1707096658
180,iskateley,67.6803,53.1512,-8.99,93,90,4.0,RU,1707096952
181,mpulungu,-8.7623,31.1141,73.42,78,100,0.22,ZM,1707096952
182,klaksvik,62.2266,-6.589,27.52,51,98,8.75,FO,1707096952
183,le lavandou,43.137,6.366,49.82,90,100,4.61,FR,1707096953
184,wainwright,52.839,-110.8572,22.19,94,100,5.14,CA,1707096953
185,katima mulilo,-17.5,24.2667,68.65,70,57,3.67,NA,1707096953
186,mombasa,-4.0547,39.6636,79.21,89,40,2.3,KE,1707096953
187,arcachon,44.5875,-1.0519,41.41,100,100,3.44,FR,1707096953
188,horta,38.5333,-28.6333,63.01,95,100,20.0,PT,1707096953
189,puerto aysen,-45.4,-72.7,54.01,92,4,6.26,CL,1707096953
190,mataundh,25.45,80.15,59.31,91,64,4.65,IN,1707096953
191,cameron,26.117,-97.5169,73.36,23,0,13.8,US,1707096953
192,fortuna,40.5982,-124.1573,53.94,95,75,13.8,US,1707096953
193,sovetskiy,61.3614,63.5842,0.9,92,93,5.01,RU,1707096954
194,saint-philippe,-21.3585,55.7679,71.19,71,60,6.58,RE,1707096954
195,dauphin,51.1494,-100.0502,33.94,100,100,5.75,CA,1707096954
196,ola,59.5833,151.2833,2.14,71,99,11.12,RU,1707096954
197,nar'yan-mar,67.6713,53.087,-8.9,93,88,4.0,RU,1707096954
198,manicore,-5.8092,-61.3003,73.98,99,92,2.37,BR,1707096954
199,menominee,45.1078,-87.6143,28.85,100,100,5.75,US,1707096883
200,chania,35.5122,24.0156,56.8,76,20,8.05,GR,1707096954
201,nguigmi,14.2495,13.1092,63.72,22,47,16.93,NE,1707096954
202,rio grande,-32.035,-52.0986,73.0,86,82,11.61,BR,1707096954
203,baardheere,2.3446,42.2764,78.42,73,31,9.66,SO,1707096954
204,samarinda,-0.5,117.15,76.17,96,100,3.65,ID,1707096955
205,grand rapids,42.9634,-85.6681,39.67,70,0,1.01,US,1707096713
206,las tablas,7.7667,-80.2833,79.18,99,100,3.53,PA,1707096955
207,howard springs,-12.497,131.047,89.87,74,88,11.01,AU,1707096955
208,vorkuta,67.5,64.0,1.29,96,100,3.06,RU,1707096955
209,mandera,3.9366,41.867,79.86,45,54,9.91,KE,1707096955
210,utrik,11.2278,169.8474,78.82,75,88,16.73,MH,1707096955
211,palikir - national government center,6.9248,158.1611,84.94,74,100,13.8,FM,1707096761
212,muynoq,43.7683,59.0214,34.7,79,100,11.92,UZ,1707096955
213,rundu,-17.9333,19.7667,66.11,96,87,4.47,NA,1707096955
214,sirte,31.2089,16.5887,58.82,76,8,10.63,LY,1707096956
215,faya-largeau,17.9257,19.1043,59.79,22,3,25.55,TD,1707096956
216,sarmiento,-45.5882,-69.07,73.67,22,0,21.27,AR,1707096956
217,bam,29.106,58.357,42.69,42,17,2.37,IR,1707096956
218,alofi,-19.0595,-169.9187,85.89,70,23,16.11,NU,1707096956
219,kirensk,57.7853,108.1119,-2.04,100,92,3.0,RU,1707096956
220,afaahiti,-17.75,-149.2833,82.27,78,100,15.9,PF,1707096956
221,tamanrasset,22.785,5.5228,46.72,24,0,19.39,DZ,1707096958
222,bubaque,11.2833,-15.8333,78.94,70,0,6.33,GW,1707096959
223,mouila,-1.8685,11.0559,74.21,97,100,1.43,GA,1707096959
224,alo,7.4178,6.7371,78.19,20,90,2.08,NG,1707096959
225,changsu,35.6484,127.5152,36.3,95,100,6.08,KR,1707096959
226,wurtulla,-26.7568,153.1256,87.06,67,52,4.0,AU,1707096959
227,port douglas,-16.4833,145.4667,83.46,81,93,7.9,AU,1707096959
228,worthing,50.8145,-0.3713,51.46,83,98,22.06,GB,1707096830
229,al kharj,24.155,47.3346,52.38,41,81,6.6,SA,1707096959
230,presidente olegario,-18.4178,-46.4181,68.67,78,99,2.71,BR,1707096960
231,saranac lake,44.3295,-74.1313,25.12,78,40,3.44,US,1707096680
232,yakeshi,49.2833,120.7333,-3.03,83,100,3.22,CN,1707096960
233,mount gambier,-37.8333,140.7667,67.41,45,57,11.63,AU,1707096960
234,tralee,52.2704,-9.7026,50.0,84,94,12.77,IE,1707096960
235,saint-pierre,-21.3393,55.4781,71.28,68,0,6.91,RE,1707096960
236,newman,37.3138,-121.0208,59.23,84,83,21.0,US,1707096960
237,lewiston orchards,46.3804,-116.9754,46.31,71,20,10.36,US,1707096807
238,preobrazheniye,42.9019,133.9064,20.19,45,100,1.95,RU,1707096960
239,kodiak,57.79,-152.4072,35.11,80,0,3.44,US,1707096793
240,molochnoye,59.2917,39.6787,-0.67,100,100,1.01,RU,1707096960
241,neftcala,39.3742,49.2472,43.02,57,31,11.65,AZ,1707096843
242,sri madhopur,27.4667,75.6,51.46,88,0,5.35,IN,1707096961
243,thung song,8.1645,99.6804,81.27,70,100,2.59,TH,1707096961
244,hadibu,12.65,54.0333,76.46,77,50,10.65,YE,1707096961
245,johi,26.6921,67.6133,58.17,60,0,5.06,PK,1707096961
246,rajapur,25.3833,81.15,59.0,87,68,4.12,IN,1707096961
247,port alfred,-33.5906,26.891,67.17,98,0,3.74,ZA,1707096961
248,cestos city,5.46,-9.5828,79.95,86,86,4.14,LR,1707096961
249,floro,61.5996,5.0328,32.07,93,100,32.21,NO,1707096961
250,marsabit,2.3284,37.9899,69.37,60,100,13.76,KE,1707096963
251,falun,60.6036,15.626,28.81,78,100,4.83,SE,1707096963
252,anapa,44.8908,37.3239,43.14,93,75,17.9,RU,1707096881
253,nizhniy odes,63.6445,54.856,-8.86,92,31,6.91,RU,1707096963
254,rybinsk,58.0446,38.8426,13.32,97,98,1.99,RU,1707096731
255,diu,20.7141,70.9822,70.12,68,0,5.37,IN,1707096963
256,san pedro,14.35,121.0167,86.36,77,20,8.99,PH,1707096963
257,ambon,-3.6954,128.1814,86.14,74,40,2.3,ID,1707096963
258,kerema,-7.9631,145.7785,83.73,75,99,2.53,PG,1707096963
259,bilibino,68.0546,166.4372,-21.51,84,7,3.62,RU,1707096964
260,remire-montjoly,4.9167,-52.2667,78.84,94,75,4.61,GF,1707096964
261,dudinka,69.4058,86.1778,1.62,94,100,14.65,RU,1707096964
262,hovd,48.0056,91.6419,-4.58,91,82,1.81,MN,1707096964
263,dangriga,16.9692,-88.2321,77.94,82,6,3.49,BZ,1707096964
264,el amria,35.5244,-1.0158,52.95,57,0,2.01,DZ,1707096964
265,isla vista,34.4133,-119.861,60.69,89,100,18.41,US,1707096706
266,xinyi,22.373,110.9475,64.99,84,100,3.67,CN,1707096964
267,saudarkrokur,65.7461,-19.6394,8.08,89,96,4.76,IS,1707096964
268,kapuskasing,49.4169,-82.4331,30.29,93,0,3.44,CA,1707096965
269,pamanukan,-6.2842,107.8106,83.44,73,98,2.8,ID,1707096965
270,aleg,17.0481,-13.9209,71.47,9,3,11.07,MR,1707096965
271,touros,-5.1989,-35.4608,81.09,75,6,13.49,BR,1707096965
272,aleksandrov,56.4,38.71,26.73,96,100,5.55,RU,1707096965
273,ribeira grande,38.5167,-28.7,63.77,95,100,20.0,PT,1707096966
274,verkhnevilyuysk,63.4453,120.3167,-24.03,100,35,1.41,RU,1707096967
275,fale old settlement,-9.3852,-171.2468,85.14,77,100,24.47,TK,1707096967
276,pasuquin,18.3328,120.6177,80.55,83,1,4.61,PH,1707096967
277,salalah,17.0151,54.0924,75.29,27,0,2.3,OM,1707096967
278,moose jaw,50.4001,-105.5344,35.85,100,100,6.91,CA,1707096967
279,tvoroyri,61.5556,-6.8111,35.71,54,100,5.35,FO,1707096970
280,sotouboua,8.5667,0.9833,73.89,20,10,4.23,TG,1707096970
281,fedorovskiy,45.0972,40.9517,42.42,82,100,21.88,RU,1707096970
282,zemio,5.0314,25.1361,70.14,32,66,3.89,CF,1707096970
283,rancho palos verdes,33.7445,-118.387,58.21,95,100,21.85,US,1707096971
284,tidjikja,18.5564,-11.4271,67.26,10,100,17.02,MR,1707096971
285,yasnyy,51.0333,59.8742,32.02,91,100,28.21,RU,1707096972
286,cienaga,11.007,-74.2476,81.43,81,61,4.25,CO,1707096973
287,kisangani,0.5167,25.2,71.29,81,100,2.8,CD,1707096974
288,cullman,34.1748,-86.8436,43.09,100,100,11.5,US,1707096850
289,amga,60.8953,131.9608,-24.92,100,100,0.89,RU,1707096975
290,tangalle,6.024,80.7911,77.16,87,56,10.22,LK,1707096975
291,kerikeri,-35.2268,173.9474,73.9,48,9,8.19,NZ,1707096975
292,coos bay,43.3665,-124.2179,46.38,76,100,11.5,US,1707096975
293,melfort,52.8667,-104.6177,26.73,93,100,9.22,CA,1707096975
294,tinajo,29.0788,-13.7081,67.08,68,0,11.5,ES,1707096976
295,bargaal,11.2864,51.0773,75.33,77,37,3.91,SO,1707096976
296,esens,53.6487,7.6127,48.2,91,100,25.32,DE,1707096976
297,opuwo,-18.0607,13.84,68.49,86,100,4.32,NA,1707096977
298,ardakan,32.31,54.0175,37.45,32,0,1.7,IR,1707096977
299,nemuro,43.3236,145.575,20.8,66,69,12.37,JP,1707096977
300,midvagur,62.0511,-7.1939,27.43,74,93,3.44,FO,1707096978
301,hlukhiv,51.6782,33.9162,34.02,96,100,21.99,UA,1707096978
302,shingu,33.7333,135.9833,47.01,97,100,10.0,JP,1707096978
303,harper,4.375,-7.7169,80.02,84,84,3.76,LR,1707096978
304,nova sintra,14.8667,-24.7167,70.39,69,0,12.86,CV,1707096978
305,sosnovka,56.255,51.2842,26.98,89,100,12.97,RU,1707096979
306,bikenibeu village,1.3673,173.1241,87.76,74,40,12.66,KI,1707096979
307,polyarnyy,69.1989,33.4478,9.55,89,33,11.88,RU,1707096979
308,malabar,-33.9667,151.25,95.7,56,0,13.8,AU,1707096979
309,ranchettes,41.2186,-104.7903,27.48,74,0,8.05,US,1707096979
310,niafunke,15.9322,-3.9906,65.91,10,10,11.63,ML,1707096979
311,kasongo-lunda,-6.4667,16.8167,71.1,97,100,0.38,CD,1707096979
312,pacific grove,36.6177,-121.9166,57.36,82,100,25.32,US,1707096980
313,antonio enes,-16.2325,39.9086,76.6,93,100,4.63,MZ,1707096980
314,mangai,-4.05,19.5333,70.77,95,100,2.8,CD,1707096980
315,tazovsky,67.4667,78.7,4.17,96,100,8.08,RU,1707096980
316,mount isa,-20.7333,139.5,92.97,46,68,18.41,AU,1707096980
317,fisterra,42.9049,-9.2629,50.02,76,100,2.3,ES,1707096980
318,regina,50.4501,-104.6178,36.03,97,100,12.66,CA,1707096847
319,xuddur,4.1213,43.8894,69.49,77,100,14.99,SO,1707096980
320,binkolo,8.9533,-11.9779,73.0,74,53,1.19,SL,1707096980
321,oppdal,62.5943,9.6912,16.23,98,98,2.1,NO,1707096981
322,los zacatones,22.95,-102.05,55.26,19,0,11.36,MX,1707096981
323,idri,27.5,13.2667,48.47,58,0,6.26,LY,1707096981
324,siem reap,13.5,104.0,88.27,53,72,0.56,KH,1707096981
325,carauari,-4.8828,-66.8958,72.57,98,100,1.95,BR,1707096981
326,katabu,-4.9333,122.5167,80.35,84,100,5.61,ID,1707096981
327,ta`u,-14.2336,-169.5144,82.6,82,100,21.85,AS,1707096981
328,kotlas,61.2611,46.6556,5.05,97,100,7.0,RU,1707096981
329,erdenet,49.0333,104.0833,-1.43,85,44,4.12,MN,1707096982
330,montepuez,-13.1256,38.9997,70.27,99,100,3.13,MZ,1707096982
331,port lincoln,-34.7333,135.8667,66.96,51,3,18.39,AU,1707096982
332,suoyarvi,62.0833,32.35,17.96,96,100,6.64,RU,1707096982
333,ocean city,39.2776,-74.5746,37.98,83,0,1.99,US,1707096756
334,maroantsetra,-15.4333,49.7333,76.64,89,93,0.65,MG,1707096982
335,hamilton,39.1834,-84.5333,47.25,65,0,13.8,US,1707096712
336,klyuchi,52.2667,79.1667,16.2,92,100,9.73,RU,1707096982
337,uvira,-3.4067,29.1458,71.98,84,80,3.06,CD,1707096982
338,seven pagodas,12.6264,80.1722,75.25,75,8,5.19,IN,1707096982
339,nikolayevsk-on-amure,53.1406,140.73,3.45,77,10,5.5,RU,1707096982
340,labrador city,52.9463,-66.9114,-7.69,84,40,0.0,CA,1707096983
341,nizhneudinsk,54.9076,99.0276,8.53,87,98,4.16,RU,1707096983
342,le port,-20.9373,55.2919,71.6,70,29,1.9,RE,1707096983
343,zalesovo,53.9939,84.7431,22.24,93,100,11.05,RU,1707096983
344,dryden,49.7833,-92.7503,34.09,100,100,0.0,CA,1707096984
345,barcelos,41.5388,-8.6151,56.91,86,100,2.77,PT,1707096984
346,bac lieu,9.285,105.7244,82.47,68,74,6.24,VN,1707096985
347,tyumentsevo,53.3224,81.498,20.93,93,100,12.5,RU,1707096985
348,kagal'nitskaya,46.8806,40.1466,38.82,95,100,14.97,RU,1707096985
